X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
2227,15,36,390,-62,576,163,141,94,404,0
2206,352,29,175,67,1019,155,176,149,589,0
2106,314,23,277,102,324,152,214,200,661,0
2303,77,13,0,0,162,236,216,108,1103,1
2531,121,10,162,28,849,237,232,126,1400,0
2302,33,8,0,0,404,219,222,139,825,1
2594,156,26,268,-5,454,239,232,106,1140,0
2742,119,7,313,31,2131,233,234,133,2506,0
2368,332,19,382,181,1406,171,212,178,524,0
2184,21,35,67,41,1207,174,145,86,1451,0
2578,198,23,190,71,1894,206,252,170,1653,0
2439,335,24,247,119,300,160,200,176,270,0
2086,44,30,150,47,626,211,160,65,745,0
2411,111,17,30,-3,696,247,220,96,1110,0
2556,202,19,150,65,2007,208,253,174,870,0
2276,30,15,384,181,570,214,205,123,404,0
2263,339,13,400,56,330,191,221,168,1631,0
2631,27,6,300,-8,914,217,226,145,759,0
2541,94,22,300,72,968,249,200,68,612,0
2608,176,12,30,0,1486,226,246,150,306,0
2501,128,27,95,41,1020,252,211,68,1412,0
2358,267,19,485,100,277,168,244,214,706,0
2167,129,26,153,76,765,252,214,73,134,1
2190,141,19,0,0,983,244,232,109,430,1
2704,166,6,190,20,957,225,242,151,424,0
2586,211,26,234,155,1869,189,253,187,420,0
2112,23,9,0,0,1165,215,221,142,547,1
2581,202,23,170,65,1230,203,253,174,1266,0
2277,128,29,150,80,830,253,207,59,1468,1
2672,182,19,277,137,2343,222,249,151,993,0
2305,107,16,162,41,95,246,219,97,212,0
2440,287,26,90,32,671,138,227,225,1608,0
2030,243,35,42,22,339,131,242,231,351,0
2285,196,25,134,76,990,206,251,166,591,0
2407,123,20,60,13,872,249,221,91,1114,0
2324,131,23,150,37,1172,250,221,86,990,0
2532,126,16,240,96,240,245,227,106,300,0
2460,97,29,339,124,485,252,185,40,834,0
2226,321,24,216,123,1082,151,208,193,631,0
2065,158,43,95,56,306,225,205,66,330,0
2561,339,16,421,74,900,184,215,169,1150,0
2020,67,16,300,59,418,234,207,100,124,0
2743,118,22,277,101,2296,251,215,80,2305,0
2050,88,28,212,131,242,248,182,44,541,0
2535,59,15,182,66,1047,230,207,105,819,0
2037,65,30,180,28,228,232,165,43,228,0
2317,339,29,228,120,1627,146,186,171,966,0
2421,309,27,60,17,785,138,211,209,1485,0
2598,143,24,603,190,589,246,227,96,1355,0
2250,242,33,150,98,666,138,244,229,693,0
2457,241,2,309,101,492,214,241,164,700,0
2441,255,30,30,11,911,139,243,232,858,0
2099,236,31,153,97,270,151,248,221,67,0
2263,117,19,127,24,192,249,219,91,834,0
2610,154,21,90,26,1579,240,236,116,2635,0
2585,33,16,268,80,1355,215,202,118,603,0
2018,255,26,30,10,382,151,246,226,408,0
2137,95,27,571,176,646,251,188,47,350,0
2764,337,9,509,80,1550,200,228,166,1865,0
2329,292,8,457,256,1374,197,239,182,966,0
2440,316,17,124,44,964,173,223,190,1041,0
2059,115,39,384,160,391,252,172,0,960,0
2535,221,33,335,109,2108,161,249,205,201,0
2535,127,21,466,-64,713,249,222,91,1245,0
2605,75,21,600,49,972,240,197,78,967,0
2395,45,5,297,104,1262,221,229,144,1063,0
2353,283,24,277,116,808,148,233,222,297,0
2521,194,30,360,65,924,201,248,162,1091,0
2485,8,10,218,53,630,208,219,148,1401,0
2225,34,37,150,95,1116,189,136,56,1544,0
2305,338,8,0,0,127,204,229,165,150,1
2485,77,25,30,16,932,242,184,57,882,0
2595,78,9,0,0,2024,232,223,123,2160,0
2359,284,21,90,18,85,158,235,215,696,0
2708,107,18,365,129,1578,248,216,89,1015,0
2822,176,24,335,156,2156,225,245,138,2134,0
2404,321,28,60,32,990,137,200,197,1266,0
2482,13,11,170,24,600,210,218,145,1364,0
2085,63,27,67,21,120,232,174,58,466,0
2355,287,33,127,49,339,111,217,236,1584,0
2558,202,21,313,98,2233,205,253,174,324,0
2243,91,23,258,46,150,248,197,66,285,0
2298,319,18,67,25,450,170,220,189,1544,0
2318,192,26,42,22,1201,208,249,160,960,0
2607,99,18,255,79,518,247,211,86,1612,0
2161,113,32,458,142,524,254,188,34,390,0
2244,7,35,474,87,604,158,150,112,725,0
2173,312,21,60,15,1273,160,220,198,612,0
2087,340,34,60,44,95,130,171,167,957,0
2436,142,14,582,130,834,240,236,121,1115,0
2386,137,19,384,71,484,246,229,103,1124,0
2388,57,28,192,133,540,226,169,58,474,0
2604,169,10,295,59,2635,228,244,148,725,0
2469,267,24,120,69,518,151,241,225,1026,0
2251,330,17,283,85,1172,177,217,178,708,0
2257,347,27,210,67,1106,158,185,158,255,0
2484,47,31,255,77,1351,213,156,57,607,0
2284,127,34,150,86,997,252,195,40,849,0
2024,282,33,30,20,180,114,222,237,541,0
2287,302,38,190,122,1234,94,194,226,576,0
2069,299,24,300,74,360,145,222,214,234,0
2055,277,22,242,59,331,154,238,220,295,0
2444,11,12,127,26,810,207,215,144,1209,0
2703,105,16,234,54,2357,246,218,96,2457,0
2432,97,31,90,44,706,252,179,31,1170,0
2230,141,25,134,75,1516,247,223,88,162,0
2072,75,35,170,115,212,237,153,16,67,0
2201,298,34,268,169,418,109,206,228,192,0
2055,79,20,242,98,285,242,200,79,420,0
2341,40,28,295,105,1249,209,167,76,939,0
2139,347,25,240,131,335,165,191,159,90,0
2309,100,5,0,0,924,229,233,138,977,1
2490,12,9,242,17,600,211,221,147,1423,0
2372,98,14,170,23,553,242,219,103,680,0
2521,176,12,30,4,2296,226,246,150,836,0
2393,45,30,362,3,1158,213,161,64,849,0
2592,196,26,324,191,1544,204,251,166,808,0
2164,358,32,162,75,466,154,164,135,395,0
2250,289,28,201,84,878,131,224,226,484,0
1976,78,23,192,71,201,242,190,65,721,0
2284,112,11,524,-9,1364,239,228,119,895,1
2232,324,15,30,-5,870,182,223,181,390,0
2288,116,21,192,49,255,251,214,80,841,0
2159,29,6,0,0,716,218,227,145,1490,1
2784,145,15,240,20,914,239,237,123,700,0
2627,198,18,108,20,2014,212,252,169,2662,0
2540,55,15,361,112,1120,228,207,109,1142,0
2440,214,19,457,138,361,199,254,185,892,0
2551,143,9,524,48,997,233,238,136,1317,0
2260,292,33,60,25,1291,113,213,231,677,0
2610,108,12,120,34,1608,240,226,114,1138,0
2323,91,10,234,52,212,235,225,120,1146,0
2379,147,19,0,0,541,242,234,113,1298,0
2640,156,11,360,112,824,233,241,139,1214,0
2642,51,6,420,104,942,223,227,139,942,0
2560,81,3,485,21,1172,223,234,146,1387,0
2105,270,28,67,41,420,137,236,232,342,0
2369,294,27,301,205,1329,136,222,221,691,0
2592,136,21,270,81,2030,247,226,96,787,0
2330,47,28,268,90,1266,217,168,69,966,0
2081,22,23,450,73,558,200,186,114,379,0
2572,39,25,175,-27,864,212,176,86,1173,0
2196,153,31,134,24,726,239,224,90,751,0
2542,118,17,108,28,1471,247,223,98,1362,0
2470,22,4,212,19,849,217,230,150,1106,0
2287,140,20,0,0,1414,245,230,104,789,1
2362,145,10,30,-7,474,234,239,135,866,0
2144,55,19,212,80,524,228,196,93,1008,0
2498,245,29,95,44,1348,148,247,226,1187,0
2388,266,16,85,8,600,179,245,205,942,0
2619,101,8,108,15,1703,233,230,129,934,0
2463,26,23,60,22,1727,203,185,109,300,0
2168,12,39,240,142,350,153,132,92,408,0
2620,168,26,95,36,1937,230,239,123,1434,0
2049,180,7,0,0,957,223,244,156,454,1
2172,57,22,0,0,726,229,187,80,997,1
1947,34,34,60,43,108,194,145,64,540,0
2141,256,32,150,57,1276,128,239,237,534,0
2305,119,18,458,11,1332,248,222,96,908,1
2251,295,21,30,6,366,155,229,212,824,0
2545,144,25,120,32,1183,246,226,94,509,0
2353,150,11,162,42,1112,235,240,134,30,0
2398,200,15,150,48,841,213,252,170,1618,0
2356,136,20,210,69,1121,247,227,100,1050,0
2469,72,24,0,0,907,239,186,64,892,0
2209,270,31,376,142,469,126,233,237,295,0
2370,25,17,0,0,1230,210,202,124,993,0
2763,85,6,218,33,2605,228,230,136,2053,0
2217,270,28,309,79,600,136,236,232,1642,0
2338,250,22,283,171,1329,165,249,217,577,0
2418,316,31,365,163,618,125,197,204,470,0
2117,298,20,256,112,313,161,229,207,680,0
2001,128,29,277,102,277,252,208,62,841,0
2533,228,26,418,-66,671,173,253,207,1290,0
2354,107,19,0,0,819,248,215,88,1091,1
2425,351,16,108,17,1052,191,212,158,1172,0
2378,149,23,433,35,509,243,232,105,834,0
2553,97,31,42,11,1635,252,179,31,1126,0
2202,66,11,30,-1,1325,231,217,117,700,0
2121,178,28,90,40,540,219,242,136,573,0
2334,138,19,175,68,679,245,230,105,726,0
2609,70,21,134,55,1722,237,193,77,1045,0
2047,32,27,150,82,192,203,172,91,95,0
2329,160,35,150,61,127,230,223,92,812,0
2069,258,29,30,12,420,139,242,232,297,0
2612,156,18,313,82,1537,237,239,125,2215,0
2222,120,28,67,39,1337,254,204,58,955,1
2411,148,12,598,68,708,236,239,132,979,0
2485,92,28,268,87,845,250,184,44,618,0
2194,284,28,42,22,1064,133,228,229,607,0
2337,15,29,30,8,800,182,168,111,558,0
1984,342,27,108,76,134,155,189,166,404,0
2166,246,18,510,121,551,180,251,206,927,0
2671,205,13,210,-21,1786,212,252,172,201,0
2471,317,16,153,8,0,175,224,188,376,0
2469,99,16,108,26,379,244,217,97,1860,0
2545,209,30,85,45,1262,183,251,186,450,0
2029,304,32,30,22,85,115,204,220,700,0
2565,225,29,42,26,1252,167,251,207,488,0
2400,143,21,323,57,553,245,230,103,716,0
2445,210,34,67,47,1405,173,248,188,757,0
2253,202,20,0,0,511,207,253,174,592,1
2158,333,19,234,36,516,172,211,177,731,0
2226,217,28,85,39,994,180,253,195,531,0
2201,339,19,42,11,942,174,208,171,1364,0
2684,153,8,124,-8,1857,230,241,143,210,0
2398,359,30,480,188,1129,160,169,135,228,0
2600,181,21,268,61,1410,222,248,148,1965,0
2680,171,6,150,-12,1816,224,243,153,182,0
2162,1,18,497,117,534,192,203,146,834,0
2128,316,18,418,120,524,171,222,191,283,0
2650,105,21,67,18,2402,250,208,75,2451,0
2665,110,10,361,39,1752,238,229,120,2245,0
2469,347,31,212,66,1198,145,173,156,841,0
2490,221,37,85,61,1779,151,244,205,351,0
2112,290,33,42,17,785,112,215,233,658,0
2084,261,39,90,51,400,100,226,247,537,0
2623,90,8,124,19,1739,232,228,129,902,0
2348,284,19,540,223,750,163,237,212,1500,0
2788,240,34,376,143,3187,137,244,228,1583,0
2321,131,23,67,34,1405,250,220,85,830,0
2617,210,33,124,58,1905,174,248,188,351,0
2598,217,16,306,-5,1423,201,254,185,997,0
2395,326,27,335,195,1248,143,198,189,819,0
2340,91,12,85,11,1332,239,220,109,258,0
2666,89,20,277,79,2239,246,203,78,797,0
2406,351,16,67,17,1110,190,212,158,1114,0
2013,49,35,95,65,182,211,144,41,404,0
2320,298,22,153,94,1082,154,226,211,849,0
2411,288,2,0,0,671,215,238,161,1595,0
2523,140,30,330,144,360,248,215,72,1057,0
2029,61,27,30,26,240,230,173,58,443,1
2525,308,6,190,42,365,204,236,171,1645,0
2214,342,39,124,91,451,114,152,158,488,0
2509,85,13,297,14,430,238,217,108,1266,0
2702,198,19,218,96,2590,210,253,170,1112,0
2781,176,28,362,153,3009,221,241,133,1443,0
2528,139,16,258,75,824,242,233,116,942,0
2487,190,22,85,29,2042,215,250,159,306,0
2371,310,24,42,19,1100,146,215,205,1144,0
2038,312,30,182,146,212,125,202,210,90,0
2297,87,21,234,62,297,245,201,75,792,0
1996,96,13,0,0,210,240,221,109,256,1
2254,177,35,234,134,1092,213,235,125,510,1
2079,48,21,446,71,540,222,189,91,376,0
2618,103,20,677,18,706,249,211,81,1236,0
2186,350,24,90,28,1401,170,193,156,875,0
2300,344,12,228,37,934,196,222,164,808,0
2240,121,41,212,129,907,250,171,0,323,1
2347,271,12,60,8,30,187,244,196,721,0
2128,13,32,60,25,914,172,158,108,706,0
2405,257,5,67,1,690,208,243,173,997,0
2735,138,7,150,20,953,232,238,138,382,0
2428,265,32,90,38,450,122,234,240,433,0
2142,27,18,175,47,390,210,199,120,875,0
2366,138,23,424,115,488,247,225,94,853,0
2435,162,13,240,-55,1104,232,243,139,1382,0
2386,56,9,255,37,1376,226,222,130,582,0
2583,2,6,335,22,469,211,228,154,792,0
2473,116,23,242,22,716,252,211,74,1252,0
2385,89,28,60,14,732,248,184,46,1106,0
2472,298,16,210,9,67,173,232,199,458,0
2434,92,20,30,12,750,246,205,79,309,0
2171,98,15,216,98,391,243,218,100,646,0
2187,21,32,42,31,1222,181,154,92,940,0
2383,63,14,277,66,361,232,210,107,541,0
2399,346,27,437,209,1273,156,185,160,361,0
2676,208,11,108,37,1956,212,251,173,1965,0
2317,342,32,190,119,1384,139,175,164,953,0
2358,135,23,134,51,964,249,223,89,918,0
2204,62,32,240,140,212,228,158,39,426,0
2573,243,8,391,98,2359,203,247,182,458,0
2119,303,19,60,-1,1150,163,227,202,1262,1
2395,265,26,30,8,582,146,241,228,1052,0
2059,303,18,67,7,765,166,228,201,684,0
2270,158,27,402,130,1315,237,232,106,780,1
2070,267,25,258,74,361,149,241,226,309,0
2499,55,22,390,136,816,227,186,81,1370,0
2551,228,35,108,66,1579,148,246,215,1207,0
2372,99,14,150,92,1557,242,220,104,805,0
2257,23,17,0,0,1598,208,202,127,1008,1
2347,278,18,510,222,779,170,240,209,1470,0
2011,322,33,60,26,120,120,188,197,592,0
2431,336,28,514,226,1167,148,190,175,323,0
2451,289,28,270,16,450,130,223,227,1828,0
2331,339,25,85,33,212,158,194,170,295,0
2659,87,12,350,40,1782,238,219,109,2195,0
2311,22,20,258,114,1682,204,194,121,942,0
2127,51,35,277,106,600,213,144,37,644,0
2349,4,37,301,156,840,148,145,115,1463,0
2641,76,7,446,57,1054,229,227,131,900,0
2257,331,26,247,137,1020,152,198,181,1213,0
2439,17,12,0,0,365,210,214,140,1283,1
2295,332,28,190,3,1150,145,193,181,1092,0
2536,135,10,376,82,402,237,236,129,595,0
2468,68,4,218,17,870,224,231,142,1077,0
2480,86,19,150,30,760,244,206,84,426,0
2659,154,23,120,52,1932,240,234,111,2718,0
2736,9,9,277,56,1598,211,223,149,2074,0
2467,127,15,150,26,330,244,229,110,977,0
2285,346,36,190,141,1124,129,159,153,1465,0
2471,39,13,150,46,1570,220,210,122,371,0
2342,29,29,150,85,1456,196,164,89,1020,0
2138,45,5,0,0,1282,221,229,144,1239,1
2188,230,22,283,136,324,181,254,203,895,0
2583,141,9,240,63,997,234,238,134,750,0
2153,342,32,162,65,424,139,175,164,437,0
2214,135,30,42,26,1273,250,211,66,1018,1
2476,180,21,67,7,1348,223,248,147,577,0
2421,81,12,30,8,618,236,219,112,1637,0
2554,232,25,162,91,1521,172,253,209,1262,0
2380,66,13,0,0,666,232,213,110,872,0
2116,86,22,277,84,371,246,197,70,551,0
2260,126,4,0,0,295,227,237,145,366,1
2291,318,26,256,99,1242,143,206,199,362,0
2480,64,7,153,37,335,227,226,133,1867,0
2411,92,19,300,104,866,246,207,82,836,0
2407,309,20,319,202,1167,163,223,199,1061,0
2318,20,19,0,0,895,204,197,125,1006,1
2637,109,14,300,53,1676,243,224,108,2482,0
2522,47,21,182,45,850,222,189,92,962,0
2674,155,16,108,11,1082,237,240,128,603,0
2609,213,23,212,81,977,192,254,188,1224,0
2133,298,32,297,224,319,115,210,226,285,0
2557,176,18,85,20,1451,227,247,145,805,0
2280,152,31,417,144,1273,240,223,88,741,1
2278,81,27,285,80,797,244,181,50,808,0
2480,211,19,85,35,1120,201,254,183,659,0
2402,221,30,42,20,564,170,251,203,552,0
2561,155,12,90,2,1400,234,241,137,2388,0
2604,338,12,474,43,618,194,223,168,807,0
2309,336,29,342,184,1075,143,187,176,1248,0
2341,101,11,85,6,400,238,226,117,782,0
2231,67,13,309,101,1256,232,215,112,685,0
2561,169,14,162,80,1889,230,245,144,792,0
2545,78,12,153,19,497,235,219,114,959,0
2579,167,26,0,0,1800,231,239,122,1304,0
2036,332,18,108,33,150,174,213,177,757,0
2370,106,11,60,0,446,239,227,117,794,0
2458,281,30,256,15,390,123,225,234,1852,0
2302,342,32,301,177,990,140,176,164,1260,0
2139,181,17,0,0,1266,224,248,152,1293,1
2228,134,25,134,70,1423,250,220,83,807,1
2463,136,17,95,31,900,244,231,109,1289,0
2231,343,21,30,-2,408,173,204,166,1068,0
2546,189,26,90,29,2244,211,249,157,914,0
2477,75,7,0,0,426,228,228,133,1276,1
2255,312,27,342,212,424,139,209,205,743,0
2158,303,29,339,249,361,129,212,218,306,0
2079,268,28,124,41,680,139,238,232,612,0
2506,303,11,360,63,67,190,235,185,1731,0
2396,137,8,295,109,1167,233,237,136,1100,0
2511,81,14,201,25,350,238,215,106,1235,0
2414,39,19,459,232,1040,217,196,107,1101,0
2215,222,21,30,6,1061,188,254,196,616,0
2324,48,6,335,185,1032,222,227,140,420,0
2490,57,5,283,47,85,223,229,142,1682,0
2515,161,25,108,0,1376,236,236,115,488,0
2623,141,6,350,78,1611,229,238,143,1846,0
2044,292,34,60,40,182,108,211,233,558,0
2635,120,7,450,98,633,232,235,136,1490,0
2440,135,12,330,97,666,239,234,123,685,0
2110,312,30,67,46,570,126,202,209,247,0
2138,136,33,67,38,886,249,206,57,234,1
2299,7,13,384,200,630,203,213,146,297,0
2371,14,15,192,91,1543,205,208,137,845,0
2586,320,11,323,-13,930,192,230,177,1073,0
2538,47,22,210,61,849,221,188,91,990,0
2089,134,27,67,25,659,250,216,76,890,0
2242,149,37,192,122,1057,238,209,64,458,1
2544,122,12,120,-8,1265,241,230,117,1410,0
2264,25,37,330,-25,642,175,135,71,426,0
2324,345,37,240,168,1253,124,156,153,1265,0
2692,99,11,324,89,2334,239,224,114,874,0
2541,93,21,277,72,977,247,204,75,641,0
2717,145,19,297,134,2022,243,233,112,2613,0
2380,181,11,0,0,663,224,247,155,1020,0
2511,51,33,309,105,1259,215,149,43,702,0
2241,342,37,255,149,577,121,159,160,285,0
2398,329,21,124,9,1114,165,210,182,1110,0
2168,6,36,335,203,390,152,145,110,247,0
2071,327,25,192,66,242,152,204,187,700,0
2312,52,10,324,149,1398,226,218,125,953,1
2391,329,14,366,163,469,186,223,176,1860,0
2140,348,43,67,31,677,106,133,141,525,0
2568,222,18,30,-4,1318,195,254,191,992,0
2266,131,24,30,10,1366,250,219,83,510,0
2324,247,5,331,62,240,209,244,173,454,0
2534,227,19,295,48,895,190,254,196,1040,0
2033,304,11,0,0,420,190,234,185,659,0
2201,108,28,42,13,1693,254,194,48,95,0
2160,64,37,190,96,240,225,140,15,484,0
2401,326,26,351,204,1261,148,202,188,794,0
2394,69,12,108,24,1110,232,217,115,787,0
2405,272,6,95,5,660,203,242,178,968,0
2360,18,8,182,70,738,215,224,146,582,0
2585,0,17,510,98,810,193,206,148,1092,0
2808,174,7,180,25,1025,224,244,153,942,0
2165,322,23,67,14,999,154,209,192,735,0
2807,189,5,153,19,1128,220,243,159,1180,0
2585,228,6,175,38,1237,211,246,172,1090,0
2788,122,17,534,154,2711,246,224,101,1974,0
2515,158,23,258,57,2096,238,237,116,162,0
2263,288,33,95,56,741,111,216,235,1639,0
2268,97,31,95,54,1410,252,180,33,691,0
2563,115,17,384,65,832,247,222,98,1260,0
2258,22,35,134,92,1022,176,143,81,765,0
2324,31,27,330,121,1124,202,172,93,108,0
2138,155,21,60,17,446,239,236,116,466,0
2088,282,23,30,12,696,152,235,220,134,0
2340,290,5,335,-36,90,206,239,172,659,0
2450,104,19,124,50,726,248,213,86,272,0
2076,324,4,0,0,671,209,235,165,95,1
2381,138,7,90,7,577,231,238,139,904,0
2144,341,16,30,4,1396,184,214,168,741,0
2526,340,10,335,22,120,200,226,165,1868,0
2233,13,35,201,107,834,164,146,99,376,0
2463,216,20,390,55,335,195,254,189,1020,0
2418,98,23,162,-11,607,250,200,65,516,0
1977,14,29,95,57,134,180,169,113,558,0
2470,193,27,90,46,1008,206,249,161,726,0
2015,288,8,384,38,497,199,240,180,450,0
2539,189,18,127,43,1084,218,251,160,1275,0
2698,140,11,379,92,2382,236,237,130,940,0
2456,106,19,192,69,720,248,214,87,277,0
2394,18,34,85,21,895,174,150,93,618,0
2452,214,23,90,26,1860,192,254,189,190,0
2335,150,25,285,41,999,242,230,100,570,1
2677,88,18,283,83,2277,244,207,86,816,0
2701,237,13,192,95,2663,196,251,191,1170,0
2634,143,23,108,32,1503,246,227,96,301,0
2421,300,20,42,13,725,160,227,206,1554,0
2626,330,10,306,77,1518,196,228,171,1708,0
2330,35,8,360,106,760,219,224,140,108,0
2587,193,36,295,131,1063,191,241,155,1115,0
2509,117,20,256,44,531,250,216,84,1024,0
2703,188,16,240,96,2017,220,250,159,2623,0
2483,303,22,300,157,108,152,223,208,1549,0
2429,156,18,67,4,510,238,239,124,541,0
2355,49,13,256,56,488,225,211,117,573,0
2570,346,22,124,36,1385,173,200,162,1528,0
2603,148,17,30,-1,2087,241,236,118,1521,0
2152,331,7,0,0,752,203,231,167,1556,1
2487,57,25,108,10,900,227,178,70,942,0
2642,141,25,120,48,1879,247,223,88,2766,0
2094,254,34,182,96,351,126,239,238,492,0
2340,320,26,150,10,604,143,204,197,497,0
2383,145,13,484,40,553,238,238,128,882,0
2359,326,28,85,35,150,140,196,189,277,0
2486,212,23,30,-3,1237,192,254,188,537,0
2220,162,34,150,35,760,230,225,96,782,0
2370,62,15,90,30,134,231,208,106,900,0
2346,224,28,342,52,912,171,252,205,450,1
2080,284,18,30,11,1176,166,237,210,443,0
2311,297,31,212,124,1240,119,213,226,458,0
2279,151,9,120,17,234,231,240,140,309,1
2415,51,22,309,25,1107,224,187,86,882,0
1964,51,31,30,0,42,218,159,54,150,0
2245,124,25,108,62,1294,252,212,71,999,1
2288,36,24,192,127,774,210,179,93,638,0
2532,18,30,247,45,741,181,161,101,1233,0
2440,82,11,283,82,255,235,220,115,450,0
2396,343,15,212,94,339,188,216,166,301,0
2259,284,18,162,50,700,168,237,208,552,0
2157,281,30,134,82,1431,126,227,233,713,0
2113,59,38,216,161,258,218,133,15,108,0
2057,276,17,0,0,391,173,241,207,300,0
2493,219,33,90,28,604,163,249,202,1087,0
2608,99,14,295,63,1610,242,220,104,1782,0
2267,128,31,30,16,1441,253,202,52,430,0
2135,37,33,376,84,433,199,150,64,457,0
2243,287,28,134,77,1159,130,224,228,638,0
2557,253,5,514,87,875,209,243,173,959,0
2400,269,26,210,71,228,144,239,228,579,0
2351,340,26,300,207,1065,156,192,169,1332,0
2363,97,12,108,14,541,240,222,110,743,0
2213,292,32,67,14,1354,117,215,230,696,0
2335,48,19,234,35,870,224,196,100,711,0
2368,19,25,277,124,1385,192,178,112,684,0
2460,323,26,418,201,558,145,203,193,541,0
2638,151,10,342,182,1015,233,240,138,1053,0
2024,184,22,30,8,566,219,248,151,390,0
2404,158,15,218,63,812,235,241,133,1253,0
2076,193,26,85,43,457,207,250,162,685,0
2340,97,15,382,153,1050,243,217,99,1317,1
2659,128,11,42,1,1252,239,233,123,742,0
2133,102,35,108,61,607,252,172,0,60,1
2545,249,33,361,-54,540,131,241,235,1177,0
2404,89,20,42,4,825,245,204,79,1057,0
2475,224,30,95,43,1142,167,251,207,1253,0
2655,12,12,170,38,1205,207,215,143,875,0
2660,51,12,633,23,755,226,214,120,1200,0
2063,331,32,67,47,300,128,182,183,446,0
2183,98,38,175,111,604,249,158,0,108,1
2407,316,26,391,176,834,144,209,200,256,0
2537,216,30,371,111,2140,176,251,195,218,0
2366,39,19,255,122,1284,217,196,107,1209,0
2555,146,2,458,32,1020,221,238,153,1138,0
2650,198,2,400,117,553,218,241,159,1392,0
2659,175,25,268,133,2278,224,244,136,953,0
2529,128,15,270,93,272,244,229,110,366,0
2215,324,21,0,0,408,163,213,187,1242,0
2549,252,27,295,50,2412,150,246,226,573,0
2293,298,33,85,7,1350,112,208,227,742,0
2560,184,38,306,153,1328,201,234,134,1053,0
2640,101,20,726,19,720,248,210,81,1231,0
2496,50,11,210,10,297,225,215,123,1167,0
2605,163,14,247,67,1123,232,243,139,1092,0
2455,118,15,30,5,808,244,226,106,258,0
2525,67,12,283,39,433,232,216,115,1215,0
2540,157,15,108,-9,1430,235,241,132,1273,0
2344,332,29,85,36,201,141,189,181,95,0
2280,114,9,0,0,1471,236,231,125,566,1
2065,242,27,60,7,524,157,249,221,741,0
2516,46,26,268,39,745,218,173,75,870,0
2116,338,20,60,6,1200,172,208,172,1063,0
2581,237,26,218,127,1442,165,251,215,1316,0
2646,332,8,469,87,674,201,230,168,1019,0
2203,24,32,216,128,750,185,154,87,371,0
2443,223,33,30,14,1723,159,249,207,350,0
2120,32,38,108,71,1057,182,130,55,391,0
2095,264,17,319,100,420,176,246,208,319,0
2625,130,14,424,113,711,243,231,114,1550,0
2519,139,14,120,-8,1127,240,235,122,1484,0
2557,229,32,379,-42,696,156,249,214,1271,0
2347,233,26,95,45,1095,168,252,212,153,0
2316,12,38,180,119,1530,154,136,95,981,0
2408,140,20,60,15,782,245,230,105,1131,0
2360,170,13,240,73,1092,229,245,145,1064,0
2501,111,14,0,0,1183,244,223,105,1558,0
2207,94,37,426,257,450,248,159,0,365,0
2529,170,16,242,71,2140,230,245,142,234,0
2411,25,20,190,60,592,206,193,117,1140,0
2628,41,4,234,24,1771,220,230,146,859,0
2105,283,25,90,36,1260,142,231,225,525,0
2538,132,14,255,50,955,242,232,117,1158,0
2527,147,13,268,72,865,237,238,129,949,0
2215,275,33,85,5,767,114,225,240,680,0
2608,351,10,514,-31,722,203,224,159,799,0
2488,79,6,258,45,108,228,229,135,1702,0
2489,94,25,120,0,1073,250,193,56,962,0
2192,264,28,150,70,810,139,239,232,350,0
2014,175,24,67,12,283,225,244,138,541,0
2365,246,27,201,85,532,156,249,223,1839,0
2244,308,27,335,203,404,135,211,210,764,0
2410,58,21,67,-5,765,230,191,84,854,0
2578,59,10,242,52,458,228,220,125,912,0
2251,327,25,330,111,771,151,202,187,495,0
2434,9,14,541,192,1387,204,212,144,577,0
2715,102,17,342,136,1613,246,215,91,1057,0
2195,333,13,85,13,1050,191,223,172,1260,0
2186,142,10,60,3,192,235,238,132,382,0
2368,73,15,404,174,907,237,209,100,1466,1
2232,226,32,551,-97,638,157,249,211,900,0
2392,127,14,417,77,495,242,230,114,1082,0
2341,76,9,67,6,408,231,224,126,799,0
2428,247,27,30,7,1034,153,248,225,1206,0
2200,158,27,150,75,1148,237,232,107,534,1
2534,165,26,484,126,474,232,238,119,1279,0
2304,245,35,470,-25,700,129,241,234,819,0
2184,101,37,408,240,430,251,165,0,391,0
2675,92,7,0,0,2010,232,229,129,1736,0
2501,342,9,192,57,1233,202,227,164,883,0
1978,116,30,175,66,175,254,196,46,600,0
2055,164,19,30,1,907,234,242,131,514,1
2607,174,11,234,62,1744,227,246,150,1832,0
2585,216,30,60,26,1947,175,251,195,418,0
2335,6,11,120,28,1150,206,218,149,1001,0
2181,349,30,67,39,721,150,174,152,1613,0
2241,124,24,42,16,499,252,215,77,1806,1
2707,77,5,258,15,870,227,230,138,331,0
2205,329,20,30,0,806,167,211,182,342,0
2376,248,9,510,151,577,200,247,185,1711,0
2071,43,28,390,204,390,213,167,73,992,0
2243,287,36,300,168,1530,101,212,239,872,0
2561,124,20,108,37,1543,249,221,91,1445,0
2284,39,13,391,192,600,220,212,124,361,0
2348,283,13,150,54,907,185,240,195,589,0
2306,234,10,180,44,277,202,250,184,400,0
2628,142,18,30,5,1256,243,233,112,819,0
2582,24,14,170,26,371,212,209,131,967,0
2339,315,35,192,107,1279,110,189,207,1050,0
2247,319,25,242,125,1020,147,208,196,1218,0
2627,90,6,150,23,1736,229,231,136,871,0
2252,34,31,0,0,1486,199,157,76,977,1
2342,90,23,242,164,912,248,197,65,1358,0
