X1,X2,X3,X4,X5,X6,X7
8.407,28,0.004,0,0,0,0
3.732,52,0.016,5.378,56.558,0.629,0
4.383,70,0.029,4.748,28.478,0.621,0
9.41,633,0.014,0,0,0,0
2.999,55,0.012,4.922,0,0.534,0
4.697,57,0.019,0,0,0,0
9.072,284,0.016,4.536,32.229,0.717,0
4.528,33,0.003,4.546,0,0.825,0
2.184,10,0.039,0,0,0,0
3.309,5,0.01,4.508,0,0.594,0
5.884,105,0.008,2.972,57.781,0.621,0
4.874,41,0.013,0,0,0,0
4.953,33,0.018,5.302,0,0.408,0
5.361,69,0.016,6.288,0,0.642,0
8.769,1256,0.007,2.434,94.732,0.305,0
4.274,17,0.016,0,0,0,0
6.209,6,0.006,4.233,0,0.623,0
13.653,191,0.013,7.842,23.532,0.732,0
4.847,4,0.019,4.151,0,0.619,0
7.115,182,0.06,4.534,16.229,0.558,0
2.061,29,0.033,3.726,39.578,0.629,0
3.962,49,0.037,0,0,0,0
7.893,205,0.017,4.587,22.019,0.669,0
7.991,121,0.007,6.02,0,0.63,0
5.85,58,0.01,0,0,0,0
6.511,445,0.024,0,0,0,0
4.78,47,0.023,4.535,0,0.738,0
4.375,17,0.007,3.171,87.841,0.622,0
3.525,23,0.01,3.991,138.39,0.759,0
2.631,9,0.089,4.106,15.334,0.513,0
4.565,71,0.042,4.005,15.719,0.714,0
8.981,304,0.008,0,0,0,0
3.134,29,0.014,4.587,62.756,0.61,0
2.531,31,0.043,2.993,0,0.686,0
3.824,16,0.025,3.449,32.615,0.61,0
11.541,421,0.011,7.259,0,0.64,0
4.446,9,0.016,0,0,0,0
4.178,17,0.011,5.317,0,0.825,0
4.505,51,0.015,4.621,34.646,0.622,0
3.271,23,0.008,3.786,73.666,0.686,0
3.167,12,0.005,0,0,0,0
3.488,6,0.004,3.283,91.124,0.875,0
15.936,4,0.009,0,0,0,0
4.1,20,0.012,0,0,0,0
3.463,23,0.02,2.223,25.899,0.737,0
13.963,339,0.01,4.175,0,0.565,0
5.033,186,0.027,4.764,20.96,0.628,0
9.135,730,0.018,3.91,0,0.58,0
6.616,79,0.017,15.074,0,0.52,0
13.327,201,0.012,5.28,0,0.695,0
4.156,40,0.007,0,0,0,0
8.133,546,0.008,0,0,0,0
3.006,6,0.015,4.583,37.234,0.551,0
3.491,20,0.006,3.67,81.618,0.597,0
5.818,275,0.04,2.434,12.656,0.697,0
3.926,16,0.017,2.425,0,0.839,0
3.69,15,0.007,2.242,0,0.576,0
8.684,77,0.005,4.829,66.03,0.688,0
4.525,8,0.006,3.225,0,0.755,0
11.809,311,0.011,3.62,0,0.607,0
3.172,13,0.01,4.382,0,0.609,0
2.23,8,0.038,0,0,0,0
4.432,8,0.009,0,0,0,0
6.793,6,0.006,0,0,0,0
7.821,149,0.015,0,0,0,0
6.536,256,0.014,2.794,30.523,0.56,0
3.641,57,0.013,11.902,59.566,0.727,0
3.875,6,0.01,3.725,36.227,0.647,0
5.656,69,0.018,5.244,26.202,0.713,0
8.368,236,0.022,2.542,37.999,0.565,0
14.423,5,0.001,0,0,0,0
5.651,83,0.033,4.284,0,0.591,0
6.091,55,0.025,3.817,21.495,0.746,0
35.249,4,0.001,0,0,0,0
10.079,921,0.02,4.478,0,0.468,0
4.834,52,0.008,5.132,0,0.813,0
7.569,282,0.014,0,0,0,0
4.525,75,0.028,4.025,27.744,0.65,0
4.181,7,0.005,3.338,0,0.652,0
5.753,134,0.034,0,0,0,0
6.132,40,0.022,6.01,0,0.603,0
10.048,1040,0.012,3.589,0,0.424,0
3.828,13,0.005,2.386,0,0.521,0
1.943,6,0.028,1.645,30.472,0.8,0
8.403,637,0.018,4.982,0,0.727,0
3.627,31,0.052,3.94,0,0.63,0
3.553,4,0.005,0,0,0,0
4.214,21,0.01,4.959,0,0.625,0
3.332,8,0.042,3.852,0,0.848,0
5.36,144,0.033,4.175,15.331,0.742,0
2.635,4,0.068,0,0,0,0
5.815,129,0.005,3.47,0,0.574,0
5.619,474,0.032,3.781,16.589,0.579,0
3.81,19,0.009,4.865,0,0.824,0
3.153,7,0.027,0,0,0,0
8.492,275,0.011,4.757,0,0.664,0
10.8,759,0.018,3.723,0,0.599,0
10.719,323,0.008,0,0,0,0
4.559,15,0.011,0,0,0,0
8.735,544,0.016,3.827,0,0.511,0
5.983,72,0.004,0,0,0,0
11.722,5,0.01,0,0,0,0
3.303,21,0.03,3.314,20.917,0.806,0
11.318,419,0.014,0,0,0,0
5.63,117,0.029,0,0,0,0
7.349,216,0.004,12.807,59.566,0.687,0
2.276,8,0.026,3.151,28.337,0.754,0
13.987,169,0.005,5.369,0,0.708,0
6.421,103,0.014,0,0,0,0
6.625,332,0.035,2.901,0,0.461,0
5.148,47,0.032,0,0,0,0
3.421,25,0.016,0,0,0,0
5.488,67,0.009,3.329,0,0.693,0
36.743,4,0.001,0,0,0,0
10.295,420,0.009,5.251,0,0.637,0
2.36,8,0.055,3.923,0,0.596,0
10.604,1247,0.007,0,0,0,0
7.289,65,0.01,4.412,31.37,0.726,0
3.1,8,0.014,3.277,32.409,0.685,0
6.567,311,0.006,0,0,0,0
4.543,33,0.006,4.919,0,0.664,0
3.754,70,0.015,3.807,0,0.544,0
4.384,32,0.006,1.348,0,0.826,0
9.429,7,0.005,0,0,0,0
2.646,44,0.061,3.125,0,0.589,0
16.507,9,0.003,0,0,0,0
6.534,79,0.006,0,0,0,0
5.1,119,0.014,1.547,0,0.762,0
2.641,4,0.012,3.998,79.712,0.681,0
8.059,203,0.009,0,0,0,0
12.861,1220,0.002,0,0,0,0
27.705,5,0.003,0,0,0,0
4.28,4,0.026,0,0,0,0
2.323,25,0.063,1.598,22.498,0.715,0
5.972,70,0.006,5.988,53.837,0.721,0
3.155,9,0.013,3.17,0,0.703,0
8.922,305,0.014,4.688,0,0.594,0
8.055,212,0.021,4.056,0,0.789,0
10.126,820,0.026,6.418,13.592,0.523,0
7.282,157,0.02,4.079,29.656,0.745,0
4.533,50,0.018,4.236,23.529,0.669,0
4.209,62,0.04,5.764,36.828,0.683,0
4.745,17,0.016,4.138,28.387,0.652,0
2.04,9,0.022,2.53,47.419,0.625,0
5.891,128,0.015,2.087,24.386,0.663,0
4.08,25,0.022,3.273,0,0.465,0
4.852,57,0.033,4.168,28.299,0.64,0
4.457,48,0.021,3.681,24.189,0.634,0
3.283,28,0,4.184,0,0.472,0
2.69,4,0.029,2.882,0,0.463,0
10.157,1180,0.013,5.332,0,0.565,0
2.273,7,0.005,3.544,0,0.605,0
6.325,59,0.01,3.703,0,0.675,0
4.818,4,0.003,0,0,0,0
8.703,272,0.007,0,0,0,0
8.204,4,0.009,0,0,0,0
7.682,170,0.02,0,0,0,0
3.711,67,0.042,0,0,0,0
4.923,44,0.008,4.398,88.805,0.533,0
8.492,270,0.005,4.14,0,0.531,0
5.712,175,0.031,0,0,0,0
8.618,938,0.025,0,0,0,0
17.057,8,0.002,0,0,0,0
7.407,13,0.002,0,0,0,0
4.243,43,0.009,0,0,0,0
3.082,9,0.03,3.445,0,0.663,0
9.213,382,0.008,0,0,0,0
4.55,10,0.009,0,0,0,0
3.94,43,0.013,3.388,0,0.746,0
2.494,15,0,1.482,0,0.575,0
4.076,37,0.022,4.153,54.128,0.52,0
10.658,332,0.009,4.35,34.519,0.706,0
4.565,153,0.054,2.519,10.487,0.561,0
3.026,15,0.014,1.914,46.52,0.612,0
4.49,24,0.011,0,0,0,0
8.934,259,0.015,5.86,0,0.72,0
7.465,139,0.008,4.848,0,0.726,0
2.046,34,0.045,4.522,14.662,0.611,0
3.231,37,0.047,3.752,17.546,0.622,0
3.359,4,0.024,0,0,0,0
7.789,184,0.004,2.629,61.4,0.673,0
16.997,1232,0.007,5.074,0,0.409,0
5.64,166,0.008,3.179,0,0.622,0
9.818,321,0.015,5.969,19.643,0.61,0
4.532,27,0.013,0,0,0,0
8.191,147,0.006,4.282,60.627,0.681,0
8.442,24,0.002,0,0,0,0
2.749,50,0.019,2.449,0,0.59,0
5.79,42,0.019,0,0,0,0
5.043,51,0.005,0,0,0,0
7.948,4,0.006,0,0,0,0
7.643,818,0.008,5.06,0,0.669,0
4.601,92,0.018,3.381,27.905,0.735,0
3.317,8,0.007,0,0,0,0
6.186,21,0.011,4.928,0,0.637,0
8.656,340,0.006,3.569,47.824,0.524,0
2.972,17,0.032,2.66,24.419,0.69,0
1.559,7,0.048,3.375,20.228,0.53,0
8.151,89,0.007,5.963,42.97,0.596,0
4.809,28,0.004,3.978,0,0.735,0
4.208,61,0.01,4.715,0,0.653,0
5.072,10,0.012,6.719,0,0.612,0
6.263,51,0.02,4.587,16.51,0.671,0
12.321,1178,0.007,0,0,0,0
5.725,33,0.014,5.526,0,0.498,0
3.96,5,0.01,2.928,59.637,0.625,0
11.457,4,0.011,0,0,0,0
6.618,70,0.004,4.431,0,0.578,0
9.586,267,0.013,4.589,0,0.625,0
3.355,23,0.012,2.598,0,0.621,0
4.761,9,0.009,0,0,0,0
5.481,54,0.012,3.849,0,0.745,0
4.062,21,0.012,0,0,0,0
3.276,5,0.036,3.966,15.548,0.697,0
6.292,59,0.016,3.175,0,0.646,0
4.582,22,0.005,5.512,0,0.665,0
7.121,33,0.004,4.599,77.198,0.662,0
2.726,22,0.056,0,0,0,0
3.687,37,0.018,1.467,52.654,0.623,0
3.525,14,0.024,2.096,27.258,0.593,0
9.715,775,0.03,3.951,18.607,0.492,0
4.261,9,0.016,0,0,0,0
3.511,8,0.013,4.349,0,0.86,0
5.901,159,0.013,2.471,0,0.394,0
6.312,335,0.011,0,0,0,0
4.27,4,0.005,0,0,0,0
7.238,150,0.024,4.187,11.322,0.669,0
5.531,107,0.01,0,0,0,0
6.601,116,0.004,3.603,0,0.938,0
1.808,11,0.032,5.372,30.937,0.501,0
10.031,300,0.027,3.127,0,0.62,0
9.516,675,0.01,6.662,0,0.664,0
1.264,9,0.049,3.212,24.314,0.536,0
4.492,25,0.012,0,0,0,0
9.026,97,0.005,2.717,73.452,0.688,0
5.28,14,0.013,2.572,25.558,0.609,0
3.129,38,0.033,1.871,25.899,0.703,0
6.52,271,0.003,0,0,0,0
2.663,5,0.024,3.77,30.259,0.706,0
2.852,17,0.036,4.718,0,0.434,0
3.656,12,0.008,2.471,0,0.631,0
5.293,40,0.009,0,0,0,0
3.483,19,0.036,1.614,0,0.757,0
3.189,11,0.03,6.02,24.03,0.51,0
3.079,6,0.023,2.448,29.64,0.668,0
5.439,62,0.019,2.905,0,0.483,0
3.883,34,0.029,2.723,0,0.614,0
5.271,71,0.02,4.101,64.756,0.718,0
3.004,5,0.009,3.833,0,0.673,0
3.386,4,0.007,0,0,0,0
5.916,62,0.02,4.162,18.521,0.826,0
9.149,965,0.011,3.312,0,0.459,0
3.615,26,0.019,4.326,34.851,0.752,0
7.458,92,0.007,5.312,0,0.743,0
6.973,8,0.003,0,0,0,0
6.97,121,0.004,4.068,0,0.648,0
15.863,632,0.012,5.318,0,0.654,0
7.539,79,0.003,4.616,71.347,0.649,0
3.975,24,0.017,4.762,0,0.608,0
6.004,56,0.009,1.789,0,0.453,0
16.799,1218,0.009,5.056,19.498,0.472,0
5.109,73,0.013,3.791,23.298,0.654,0
1.474,4,0,6.084,0,0.358,0
2.076,12,0,0.88,0,0.463,0
4.883,28,0.04,0,0,0,0
5.24,79,0.007,0,0,0,0
6.858,211,0.022,5.191,27.733,0.631,0
5.299,54,0.011,4.217,30.571,0.728,0
4.238,17,0.02,2.096,27.258,0.666,0
4.032,10,0.006,0,0,0,0
7.27,168,0.012,3.761,47.186,0.716,0
2.15,6,0.016,3.8,0,0.581,0
14.392,4,0.003,0,0,0,0
4.493,30,0.016,3.213,45.668,0.692,0
16.706,6,0.002,0,0,0,0
13.331,1249,0.005,5.568,0,0.388,0
3.446,27,0.052,3.606,13.124,0.762,0
10.238,1256,0.005,0,0,0,0
3.675,11,0.021,4.191,0,0.876,0
3.734,8,0.009,0,0,0,0
7.519,163,0.004,0,0,0,0
8.964,1177,0.005,3.663,114.76,0.379,0
2.388,18,0.03,0,0,0,0
7.741,155,0.008,4.587,47.456,0.654,0
1.457,5,0.022,3.038,24.777,0.746,0
3.509,15,0.047,3.298,0,0.665,0
9.804,1145,0.009,2.965,0,0.468,0
17.251,776,0.008,3.318,24.09,0.402,0
9.415,905,0.004,0,0,0,0
7.799,1217,0.034,5.358,0,0.571,0
13.165,1167,0.013,4.085,0,0.522,0
4.576,18,0.01,3.496,34.26,0.681,0
4.457,111,0.016,1.743,33.349,0.583,0
6.406,150,0.02,2.958,0,0.649,0
4.409,10,0.033,2.68,0,0.653,0
7.017,56,0.016,0,0,0,0
9.391,638,0.021,0,0,0,0
7.529,332,0.004,3.414,0,0.583,0
6.832,131,0.019,3.729,14.553,0.726,0
8.328,285,0.008,4.623,0,0.71,0
1.332,6,0.036,2.082,25.724,0.59,0
4.413,20,0.009,0,0,0,0
56.574,4,0.002,0,0,0,0
2.048,8,0.011,3.283,91.124,0.85,0
3.602,5,0.038,0,0,0,0
4.643,70,0.036,4.92,19.728,0.653,0
9.472,259,0.008,3.189,0,0.575,0
2.466,8,0.024,3.413,27.902,0.641,0
3.826,23,0.02,0,0,0,0
10.341,190,0.016,5.355,0,0.671,0
6.324,88,0.018,2.728,0,0.753,0
7.336,70,0.031,1.996,0,0.719,0
3.217,8,0.013,4.154,0,0.828,0
8.975,4,0.014,0,0,0,0
3.934,35,0.019,3.37,28.91,0.622,0
1.814,8,0.067,3.708,13.124,0.662,0
8.889,645,0.005,0,0,0,0
6.532,192,0.022,2.67,0,0.629,0
6.99,150,0.01,4.79,0,0.713,0
2.1,11,0.041,3.051,0,0.538,0
4.239,4,0.007,0,0,0,0
4.594,48,0.023,3.859,25.237,0.739,0
5.042,10,0.002,0,0,0,0
11.054,364,0.012,4.287,0,0.601,0
3.766,90,0.052,3.36,16.153,0.738,0
7.019,160,0.013,4.948,0,0.615,0
3.242,15,0.021,3.571,0,0.703,0
3.628,4,0.005,0,0,0,0
2.337,5,0.036,0,0,0,0
3.322,17,0.018,0,0,0,0
12.643,367,0.004,4.22,0,0.642,0
19.504,247,0.004,5.67,49.584,0.472,0
12.742,1209,0.004,0,0,0,0
11.826,246,0.008,4.604,30.935,0.559,0
7.817,228,0.007,4.265,39.727,0.642,0
9.216,16,0.004,4.788,0,0.789,0
3.691,23,0.007,0,0,0,0
3.645,49,0.053,6.659,0,0.588,0
4.569,26,0.008,0,0,0,0
7.289,40,0.032,0,0,0,0
5.034,116,0.007,2.837,0,0.605,0
8.025,170,0.017,0,0,0,0
2.361,7,0.054,1.687,0,0.669,0
7.098,374,0.011,6.77,38.988,0.555,0
5.96,290,0.005,3.439,0,0.501,0
3.391,20,0.023,5.096,17.006,0.702,0
11.367,4,0.001,0,0,0,0
3.966,18,0.012,4.262,59.457,0.602,0
3.545,16,0.01,0,0,0,0
3.482,37,0.02,0,0,0,0
59.456,47,0.001,0,0,0,0
4.308,4,0.008,0,0,0,0
6.221,75,0.013,4.746,57.747,0.478,0
4.581,12,0.013,5.553,27.964,0.593,0
4.188,158,0.017,2.845,23.771,0.713,0
9.081,297,0.018,3.028,0,0.534,0
5.962,65,0.021,4.321,35.052,0.733,0
3.215,20,0.009,5.195,43.715,0.641,0
2.793,10,0.015,3.979,0,0.674,0
1.757,10,0.019,0,0,0,0
3.857,90,0.014,4.131,0,0.68,0
1.664,19,0.05,3.775,0,0.601,0
2.937,7,0.018,2.973,26.101,0.577,0
4.858,27,0.019,5.654,0,0.603,0
5.361,181,0.05,0,0,0,0
3.262,9,0.013,3.762,0,0.637,0
4.848,4,0.009,0,0,0,0
7.37,112,0.006,0,0,0,0
7.033,100,0.028,4.459,12.899,0.734,0
1.812,4,0.044,0,0,0,0
5.83,31,0.014,0,0,0,0
5.689,6,0.004,0,0,0,0
4.861,25,0.006,3.557,45.141,0.752,0
17.68,616,0.004,6.386,0,0.545,0
7.943,454,0.026,3.683,0,0.539,0
3.185,17,0.007,2.672,53.208,0.624,0
7.326,81,0.01,4.224,0,0.687,0
23.737,15,0.001,0,0,0,0
6.601,225,0.004,0,0,0,0
9.638,4,0.002,0,0,0,0
4.364,130,0.046,2.59,0,0.357,0
6.012,77,0.01,3.039,0,0.648,0
4.058,15,0.025,6.189,0,0.584,0
7.673,4,0.013,0,0,0,0
5.637,52,0.007,4.146,0,0.776,0
4.374,26,0.02,0,0,0,0
2.162,22,0.068,5.099,18.26,0.57,0
6.662,519,0.044,5.218,0,0.691,0
5.671,27,0.006,4.243,94.276,0.698,0
86.042,32,0.001,0,0,0,0
3.355,4,0.006,2.434,0,0.568,0
8.924,328,0.013,3.103,27.231,0.518,0
18.625,4,0.001,0,0,0,0
5.33,52,0.012,4.612,40.395,0.66,0
9.102,163,0.009,5.68,0,0.547,0
5.349,112,0.011,4.26,0,0.611,0
2.881,11,0.014,4.642,0,0.72,0
4.548,12,0.019,7.128,0,0.419,0
4.792,73,0.007,2.233,97.675,0.658,0
8.024,63,0.004,6.798,0,0.57,0
5.584,63,0.025,3.779,20.144,0.663,0
5.163,173,0.055,4.48,0,0.567,0
2.322,14,0.037,1.994,0,0.742,0
15.137,365,0.011,3.223,0,0.507,0
2.693,29,0.029,2.953,23.151,0.827,0
6.88,13,0.018,0,0,0,0
12.718,373,0.011,6.098,14.204,0.595,0
12.17,1242,0.009,0,0,0,0
5.914,26,0.02,3.234,0,0.545,0
3.933,12,0.024,5.578,0,0.714,0
8.005,106,0.005,4.141,66.437,0.62,0
3.735,5,0.006,0,0,0,0
8.963,1230,0.005,4.115,0,0.375,0
5.455,298,0.005,4.029,98.253,0.608,0
4.891,48,0.015,3.234,0,0.593,0
4.327,220,0.018,0,0,0,0
3.022,43,0.017,4.652,0,0.573,0
6.259,18,0.004,3.154,85.073,0.622,0
6.894,144,0.012,3.821,42.217,0.722,0
14.237,561,0.005,5.465,0,0.625,0
17.941,4,0.002,0,0,0,0
6.589,110,0.021,3.999,0,0.661,0
3.564,35,0.036,2.972,10.794,0.73,0
4.687,57,0.026,3.655,0,0.626,0
5.948,155,0.007,0,0,0,0
9.168,119,0.008,4.837,0,0.608,0
3.17,21,0.029,2.997,0,0.638,0
45.095,8,0.001,0,0,0,0
5.187,130,0.059,2.548,0,0.666,0
1.493,4,0,3.69,0,0.576,0
5.924,50,0.083,0,0,0,0
11.617,48,0.005,6.155,0,0.665,0
7.045,196,0.01,4.866,38.72,0.667,0
5.634,75,0.008,3.686,46.466,0.639,0
18.572,438,0.007,4.025,39.015,0.537,0
6.931,164,0.01,3.745,0,0.539,0
6.294,49,0.005,0,0,0,0
8.205,359,0.009,0,0,0,0
7.911,10,0.004,0,0,0,0
4.995,79,0.01,0,0,0,0
1.232,6,0.064,2.087,0,0.559,0
12.463,334,0.002,6.664,102.418,0.655,0
9.665,197,0.014,4.516,18.908,0.693,0
5.861,151,0.011,0,0,0,0
2.44,6,0.01,0,0,0,0
4.23,50,0.035,4.605,47.891,0.683,0
11.89,460,0.006,5.333,48.347,0.686,0
9.995,1211,0.004,0,0,0,0
5.681,46,0.009,3.84,0,0.823,0
6.172,277,0.008,2.211,0,0.642,0
6.533,234,0.005,3.758,119.23,0.647,0
13.333,495,0.013,0,0,0,0
2.222,11,0,2.546,0,0.373,0
6.756,299,0.012,0,0,0,0
19.173,5,0.001,0,0,0,0
4.17,18,0.011,0,0,0,0
3.75,30,0.024,3.423,20.651,0.642,0
5.486,63,0.036,4.814,0,0.604,0
4.013,52,0.019,4.548,35.048,0.647,0
3.918,13,0.01,4.164,79.712,0.656,0
6.53,141,0.016,0,0,0,0
2.779,12,0.028,0,0,0,0
9.879,496,0.012,0,0,0,0
5.526,35,0.014,0,0,0,0
5.844,45,0.005,3.461,0,0.697,0
2.616,25,0.031,2.477,0,0.584,0
6.04,21,0.002,5.152,176.442,0.882,0
6.34,27,0.006,4.605,0,0.699,0
4.342,8,0.006,0,0,0,0
5.375,62,0.015,4.201,0,0.795,0
5.49,18,0.007,5.066,0,0.561,0
10.497,119,0.013,4.04,18.784,0.625,0
4.854,38,0.02,3.913,23.888,0.691,0
4.788,37,0.009,4.568,0,0.53,0
2.658,4,0.015,1.525,0,0.63,0
3.829,4,0.016,8.245,0,0.639,0
3.724,17,0.005,2.719,0,0.684,0
5.465,218,0.047,3.472,0,0.598,0
6.583,28,0.016,4.924,44.292,0.783,1
4.343,9,0.007,4.632,62.697,0.798,1
11.929,93,0.001,5.727,239.627,0.689,1
5.685,38,0.006,4.59,79.889,0.764,1
7.442,157,0.005,5.22,0,0.813,1
7.347,26,0.003,5.329,121.225,0.785,1
12.105,75,0.009,12.391,25.719,0.742,1
10.152,39,0.007,5.763,0,0.642,1
41.211,464,0,24.768,728.77,0.76,1
3.881,8,0.007,6.248,139.242,0.7,1
4.304,61,0.003,5.688,266.093,0.783,1
6.041,74,0.004,6.942,190.456,0.777,1
6.947,42,0.004,5.394,116.563,0.79,1
6.292,12,0.005,4.054,96.203,0.752,1
5.73,25,0.007,6.481,77.132,0.693,1
4.758,46,0.003,5.368,151.34,0.839,1
5.358,46,0.004,0,0,0,1
3.582,4,0.006,3.584,0,0.72,1
8.946,21,0.003,5.355,133.195,0.779,1
9.874,104,0.003,6.437,134.073,0.698,1
7.848,43,0.009,5.089,39.454,0.78,1
8.192,40,0.003,5.584,151.363,0.778,1
4.46,23,0.006,4.068,67.227,0.815,1
7.204,56,0.005,4.794,83.326,0.733,1
5.386,45,0.002,5.775,172.396,0.863,1
8.947,46,0.008,5.039,32.611,0.736,1
6.781,92,0.042,6.71,19.511,0.738,0
4.633,12,0.008,5.957,0,0.437,0
4.446,7,0.013,4.457,0,0.663,0
10.228,260,0.014,7.193,0,0.577,0
3.768,36,0.029,0,0,0,0
8.08,6,0.001,0,0,0,0
11.556,1249,0.007,6.18,0,0.39,0
3.582,22,0.03,0,0,0,0
13.151,459,0.013,8.045,23.532,0.739,0
13.427,4,0.001,0,0,0,0
3.926,20,0.021,0,0,0,0
1.894,5,0.014,2.26,76.515,0.573,0
3.818,4,0.006,0,0,0,0
2.681,4,0.016,0,0,0,0
5.068,53,0.028,0,0,0,0
6.599,326,0.024,3.686,0,0.647,0
8.375,206,0.009,0,0,0,0
4.317,4,0.022,0,0,0,0
2.7,5,0.018,2.071,0,0.804,0
5.506,173,0.028,3.129,0,0.642,0
4.227,8,0.002,0,0,0,0
2.531,35,0.021,3.046,49.482,0.652,0
2.676,16,0.019,0,0,0,0
5.988,5,0.01,0,0,0,0
1.977,19,0.033,2.521,24.419,0.721,0
1.684,9,0.017,3.382,0,0.397,0
3.624,37,0.012,3.108,0,0.682,0
5.76,50,0.005,0,0,0,0
2.405,31,0.04,2.182,25.318,0.598,0
2.734,22,0.045,0,0,0,0
9.063,413,0.021,0,0,0,0
4.447,18,0.006,2.145,0,0.571,0
4.888,4,0.006,0,0,0,0
9.698,902,0.005,5.291,59.079,0.651,0
7.689,461,0.025,0,0,0,0
3.839,49,0.009,0,0,0,0
3.903,7,0.039,2.708,0,0.622,0
6.914,190,0.015,3.172,0,0.678,0
6.062,92,0.017,4.433,0,0.617,0
3.537,30,0.022,2.359,16.76,0.759,0
3.434,5,0.006,0,0,0,0
6.51,34,0.003,0,0,0,0
2.385,28,0.019,2.431,41.956,0.694,0
8.665,4,0.003,0,0,0,0
4.548,13,0.011,4.584,51.155,0.644,0
4.78,14,0.004,0,0,0,0
2.078,57,0.14,3.686,0,0.613,0
3.281,22,0.014,3.552,48.785,0.674,0
6.815,52,0.007,3.836,0,0.561,0
4.313,33,0.012,0,0,0,0
6.463,62,0.019,3.927,0,0.749,0
4.82,52,0.012,2.554,29.312,0.738,0
5.873,80,0.018,0,0,0,0
9.941,893,0.003,0,0,0,0
3.767,37,0.049,2.502,0,0.89,0
2.474,13,0.077,4.6,0,0.452,0
8.328,119,0.012,0,0,0,0
10.339,1251,0.008,3.653,0,0.424,0
8.091,148,0.008,6.032,0,0.758,0
8.289,427,0.01,3.705,0,0.526,0
4.747,41,0.009,0,0,0,0
5.431,63,0.004,8.275,0,0.539,0
5.021,72,0.038,0,0,0,0
5.931,28,0.018,4.138,0,0.57,0
7.742,81,0.008,3.007,0,0.542,0
3.197,37,0.012,3.83,0,0.621,0
6.584,173,0.034,5.505,0,0.617,0
7.893,302,0.011,3.522,0,0.667,0
7.951,120,0.007,3.832,67.981,0.617,0
2.741,5,0.005,2.325,0,0.717,0
4.771,26,0.009,3.301,53.541,0.666,0
4.449,61,0.019,4.095,0,0.751,0
2.871,7,0.012,0,0,0,0
6.07,135,0.008,3.193,0,0.621,0
3.33,5,0.029,5.081,0,0.541,0
3.743,56,0.046,0,0,0,0
9.346,414,0.016,4.468,33.322,0.687,0
8.155,285,0.007,4.788,0,0.699,0
2.466,24,0.046,6.187,0,0.582,0
4.809,70,0.034,4.823,12.02,0.68,0
5.148,15,0.012,4.175,0,0.742,0
4.221,27,0.04,5.573,0,0.626,0
4.081,9,0.021,0,0,0,0
2.937,8,0.012,4.025,53.499,0.688,0
9.516,234,0.008,4.933,29.544,0.627,0
2.455,12,0.039,3.879,37.832,0.591,0
5.647,55,0.02,0,0,0,0
4.936,28,0.011,6.064,0,0.626,0
4.49,34,0.011,2.812,54.165,0.691,0
3.665,14,0.015,4.953,35.264,0.633,0
4.279,50,0.009,6.065,0,0.669,0
3.437,106,0.026,3.007,26.793,0.685,0
2.184,5,0.033,1.819,19.249,0.741,0
4.607,4,0.01,0,0,0,0
7.486,226,0.011,5.435,35.72,0.753,0
2.959,12,0.038,4.688,0,0.581,0
4.528,12,0.008,6.887,56.547,0.613,0
5.29,39,0.01,3.956,36.274,0.736,0
10.943,456,0.008,0,0,0,0
4.506,23,0.004,4.431,0,0.72,0
6.162,15,0.006,6.916,0,0.526,0
4.577,131,0.085,4.176,8.286,0.533,0
6.768,116,0.008,4.902,0,0.693,0
5.001,79,0.032,2.561,108.751,0.508,0
5.046,13,0.016,4.206,0,0.678,0
10.881,747,0.011,0,0,0,0
2.201,4,0.016,2.77,46.66,0.583,0
5.377,65,0.01,0,0,0,0
5.822,61,0.011,4.701,56.876,0.606,0
13.806,1252,0.008,5.9,18.069,0.569,0
5.957,232,0.006,6.969,96.107,0.694,0
6.589,387,0.007,0,0,0,0
4.181,15,0.006,0,0,0,0
5.056,130,0.01,3.607,47.937,0.587,0
8.021,308,0.009,5.101,47.392,0.717,0
5.817,62,0.011,4.905,0,0.655,0
6.472,208,0.022,5.193,24.089,0.721,0
3.648,44,0.021,3.39,0,0.695,0
7.987,188,0.004,4.181,89.358,0.667,0
8.498,4,0.011,0,0,0,0
6.874,44,0.011,3.726,21.948,0.64,0
9.294,7,0.006,0,0,0,0
4.816,32,0.013,5.332,0,0.728,0
4.247,25,0.006,4.272,0,0.842,0
6.515,68,0.01,0,0,0,0
6.944,63,0.007,0,0,0,0
3.904,5,0.047,3.852,0,0.841,0
4.273,114,0.003,0,0,0,0
5.712,12,0.007,0,0,0,0
5.494,61,0.012,5.67,0,0.697,0
5.529,6,0.01,7.358,0,0.521,0
5.413,114,0.047,3.715,18.296,0.712,0
11.253,5,0.005,0,0,0,0
2.016,6,0.013,4.083,69.119,0.637,0
1.294,14,0,0,0,0,0
6.091,72,0.02,4.793,19.58,0.642,0
3.001,9,0.015,0,0,0,0
9.762,431,0.012,0,0,0,0
4,61,0.016,2.695,58.738,0.523,0
4.552,40,0.01,3.406,0,0.872,0
5.175,56,0.019,5.013,0,0.72,0
3.581,7,0.016,4.644,34.566,0.676,0
5.293,72,0.008,0,0,0,0
4.623,23,0.016,4.672,0,0.681,0
2.3,4,0.019,0,0,0,0
6.407,373,0.027,3.709,44.221,0.514,0
13.135,1034,0.002,0,0,0,0
6.338,326,0.015,2.743,0,0.478,0
